text_id	category	aspect	start	end	sentiment	sent_id	sent
38835	Food	десерт	452	458	neutral	5	Мы заказали утку по-пекински, 2 салата, свинину в кисло-сладком соусе, еще какую то свинину, кальян, бутылку вина и один десерт и вышло нам все это на 5500.
38835	Food	Утка	488	492	negative	6	Утка оказалась очень маленькой, хотя нам сказали, что 4 человека просто объедятся и упадут=)Но впринципе мы наелись вдвоем и достатолчно вкусно.
38835	Food	объедятся	560	569	positive	6	Утка оказалась очень маленькой, хотя нам сказали, что 4 человека просто объедятся и упадут=)Но впринципе мы наелись вдвоем и достатолчно вкусно.
38835	Food	Свинина	633	640	negative	7	Свинина мне не понравилась.
38835	Whole	ресторанах	677	687	positive	8	Раньше в других ресторанах я ела намного вкуснее.
38835	Whole	ресторан	725	733	negative	9	На мой взгляд ресторан не из дешевых, цены как в европейском меню и порции такие же, как европейские.
38835	Price	цены	749	753	negative	9	На мой взгляд ресторан не из дешевых, цены как в европейском меню и порции такие же, как европейские.
38835	Food	меню	772	776	negative	9	На мой взгляд ресторан не из дешевых, цены как в европейском меню и порции такие же, как европейские.
38835	Food	порции	779	785	negative	9	На мой взгляд ресторан не из дешевых, цены как в европейском меню и порции такие же, как европейские.
38835	Whole	впечатление	836	847	both	10	Хоть осталось неплохое впечатление, но снова туда не пойдем, восторга не возникло, несмотря на отличное обслуживание.
38835	Service	обслуживание	917	929	positive	10	Хоть осталось неплохое впечатление, но снова туда не пойдем, восторга не возникло, несмотря на отличное обслуживание.
38835	Food	еды	953	956	positive	11	Ожидала более вкусной еды...
6668	Whole	ресторанчик	31	42	positive	0	Мы посетили этот замечательный ресторанчик поздним вечером, ближе к полуночи, когда уже нигде не кормили по-настоящему.
6668	Whole	Квартиру №55	262	276	positive	2	"""Квартиру №55"" выбрали из-за расположения и графика работы, ну и отзывы неплохие."
6668	Food	Накормили	393	402	positive	4	Накормили и напоили нас в эту холодную ночь замечательно вкусно.
6668	Food	напоили	405	412	positive	4	Накормили и напоили нас в эту холодную ночь замечательно вкусно.
6668	Service	сервис	487	493	neutral	5	"Не хочется употреблять слова сервис, обслуживание, т.к. нас не ""обслуживали"", а радушно встречали, очень по-домашнему."
6668	Service	обслуживание	495	507	neutral	5	"Не хочется употреблять слова сервис, обслуживание, т.к. нас не ""обслуживали"", а радушно встречали, очень по-домашнему."
6668	Service	"не ""обслуживали"""	518	534	negative	5	"Не хочется употреблять слова сервис, обслуживание, т.к. нас не ""обслуживали"", а радушно встречали, очень по-домашнему."
6668	Service	встречали	546	555	positive	5	"Не хочется употреблять слова сервис, обслуживание, т.к. нас не ""обслуживали"", а радушно встречали, очень по-домашнему."
6668	Service	Помогли с заказом	577	594	positive	6	Помогли с заказом, посоветовали хорошее и недорогое вино.
6668	Service	посоветовали	596	608	positive	6	Помогли с заказом, посоветовали хорошее и недорогое вино.
6668	Food	вино	629	633	positive	6	Помогли с заказом, посоветовали хорошее и недорогое вино.
6668	Whole	ресторане	686	695	neutral	7	Правда, заказ принесли не быстро, хотя кроме нас в ресторане было занято всего 2 столика и там уже люди давно сидели, пили чай.
6668	Food	пили	753	757	neutral	7	Правда, заказ принесли не быстро, хотя кроме нас в ресторане было занято всего 2 столика и там уже люди давно сидели, пили чай.
6668	Food	чай	758	761	neutral	7	Правда, заказ принесли не быстро, хотя кроме нас в ресторане было занято всего 2 столика и там уже люди давно сидели, пили чай.
6668	Food	Салаты	763	769	neutral	8	Салаты готовили минут 20, потом еще ждали горячее.
6668	Food	горячее	805	812	neutral	8	Салаты готовили минут 20, потом еще ждали горячее.
6668	Food	вина	847	851	neutral	9	Мы скоротали время за бутылочкой вина.
6668	Food	пожарские котлеты	878	895	positive	10	Гостям очень понравились пожарские котлеты и тушеная телятина.
6668	Food	тушеная телятина	898	914	positive	10	Гостям очень понравились пожарские котлеты и тушеная телятина.
6668	Food	буженину на гриле	924	941	positive	11	Я брала буженину на гриле - это восторг!
6668	Food	Салаты	957	963	neutral	12	Салаты были сытные и довольно вкусные, но как-то не запомнились.
6668	Food	Порции	1022	1028	neutral	13	Порции не огромные, но и не маленькие, мы наелись и не решились еще взять по десерту, хотя официант очень советовал и хвалил их десерты.
6668	Food	десерту	1099	1106	neutral	13	Порции не огромные, но и не маленькие, мы наелись и не решились еще взять по десерту, хотя официант очень советовал и хвалил их десерты.
6668	Service	официант	1113	1121	neutral	13	Порции не огромные, но и не маленькие, мы наелись и не решились еще взять по десерту, хотя официант очень советовал и хвалил их десерты.
6668	Food	десерты	1150	1157	positive	13	Порции не огромные, но и не маленькие, мы наелись и не решились еще взять по десерту, хотя официант очень советовал и хвалил их десерты.
6668	Whole	квартиру	1194	1202	positive	14	Так что, у нас есть повод придти в квартиру еще раз!
6668	Service	персоналу	1250	1259	positive	15	"Хочу сказать большое спасибо ""ночному персоналу"" ресторана, который сделал наш поздний ужин таким приятным!"
6668	Whole	ресторана	1261	1270	positive	15	"Хочу сказать большое спасибо ""ночному персоналу"" ресторана, который сделал наш поздний ужин таким приятным!"
6668	Food	ужин	1299	1303	positive	15	"Хочу сказать большое спасибо ""ночному персоналу"" ресторана, который сделал наш поздний ужин таким приятным!"
9662	Whole	Суп-вино	34	42	neutral	0	"Были вчера компанией 6 человек в ""Суп-вино""."
9662	Service	Столик бронировали	45	63	neutral	1	Столик бронировали заранее, что, думаю, всегда стоит делать в таким небольших ресторанах.
9662	Whole	ресторанах	123	133	neutral	1	Столик бронировали заранее, что, думаю, всегда стоит делать в таким небольших ресторанах.
9662	Interior	Интерьер	184	192	positive	3	Интерьер приятный, абсолютно ненавязчивый, уютный, высокие столики удобны, музыка тихая, не мешает общаться.
9662	Interior	столики	243	250	positive	3	Интерьер приятный, абсолютно ненавязчивый, уютный, высокие столики удобны, музыка тихая, не мешает общаться.
9662	Interior	музыка	259	265	positive	3	Интерьер приятный, абсолютно ненавязчивый, уютный, высокие столики удобны, музыка тихая, не мешает общаться.
9662	Food	Меню	293	297	positive	4	Меню интересное, всё очень вкусно, приемлемо по цене, готовится очень быстро!!!
9662	Price	цене	341	345	positive	4	Меню интересное, всё очень вкусно, приемлемо по цене, готовится очень быстро!!!
9662	Service	обслуживание	403	415	negative	5	Много комментариев про плохое обслуживание, но они все старые, а вот нас обслуживал очень приятный молодой человек , вежливый и с чувством юмора.
9662	Service	обслуживал	446	456	positive	5	Много комментариев про плохое обслуживание, но они все старые, а вот нас обслуживал очень приятный молодой человек , вежливый и с чувством юмора.
9662	Service	молодой человек	472	487	positive	5	Много комментариев про плохое обслуживание, но они все старые, а вот нас обслуживал очень приятный молодой человек , вежливый и с чувством юмора.
9662	Food	Блюда	519	524	neutral	6	Блюда менялись незаметно, напитки принесли сразу же после заказа.
9662	Food	напитки	545	552	neutral	6	Блюда менялись незаметно, напитки принесли сразу же после заказа.
14190	Whole	места	58	63	neutral	1	Мы с молодым человеком любим открывать новые места..
14190	Whole	рестораны	72	81	neutral	2	разные рестораны..
14190	Whole	ресторан	143	151	neutral	5	Нашла по рейтингу ресторан, пришли, все гости сидели на террасе (лето все таки), а мы сели внутри (поближе к конждиционеру)).
14190	Interior	Интерьер	251	259	positive	6	Интерьер очень уютный.
14190	Food	пиццу	307	312	neutral	7	Сидели прямо напротив кухни (где пиццу готовят) около окна.
14190	Food	пицца	479	484	positive	9	но я не особо заметила..да и легкий аромат пиццы думаю только аппетита прибавит) Начиталась отзывов, что хорошая пицца - взяли именно ее, и остались очень довольны!!
14190	Whole	ресторанах	552	562	neutral	10	Во всех итальянских ресторанах беру тирамису, хлебную козинку и ...захожу в туалет.
14190	Food	тирамису	568	576	neutral	10	Во всех итальянских ресторанах беру тирамису, хлебную козинку и ...захожу в туалет.
14190	Food	хлебную козинку	578	593	neutral	10	Во всех итальянских ресторанах беру тирамису, хлебную козинку и ...захожу в туалет.
14190	Interior	туалет	608	614	neutral	10	Во всех итальянских ресторанах беру тирамису, хлебную козинку и ...захожу в туалет.
14190	Whole	заведению	646	655	neutral	11	Таким образом я ставлю оценку заведению.
14190	Food	Хлеб	657	661	positive	12	Хлеб должен быть свежий, тираму таять во рту, а на туалетах не должны экономить!!
14190	Food	тираму	682	688	positive	12	Хлеб должен быть свежий, тираму таять во рту, а на туалетах не должны экономить!!
14190	Food	десерт	756	762	positive	13	Все понравилось, десерт волшебный!
14190	Service	Официантка	829	839	positive	15	Официантка вежливая очень.
14190	Food	Напитки	856	863	neutral	16	Напитки принесла быстро...
14190	Food	еду	887	890	neutral	17	да и еду совсем не пришлось ждать!
14190	Interior	атмосферу	944	953	positive	18	в общем большое спасибо за атмосферу и угощения.
14190	Food	угощения	956	964	positive	18	в общем большое спасибо за атмосферу и угощения.
2107	Whole	заведение	21	30	positive	0	Случайно зашли в это заведение с друзьями.
2107	Interior	втором этаже	81	93	neutral	2	Мы сидели на улице, на втором этаже в это время проходил банкет.
2107	Service	официанта	170	179	negative	4	Прошло 15 минут - ни пледа, ни официанта.
2107	Service	пледы	203	208	negative	5	Сходили сами, забрали пледы.
2107	Food	Чай	210	213	neutral	6	Чай принесли спустя минут 10 после заказа.
2107	Service	принесли	276	284	negative	7	Потом, спустя минут 20 принесли 1 салат.
2107	Food	салат	287	292	neutral	7	Потом, спустя минут 20 принесли 1 салат.
2107	Service	принесли	314	322	negative	8	Прошло еще минут 20 принесли 1 горячее (заказ был сделан на 6-х человек).
2107	Food	горячее	325	332	neutral	8	Прошло еще минут 20 принесли 1 горячее (заказ был сделан на 6-х человек).
2107	Food	блюдо	446	451	neutral	9	И вот так весь вечер (кто из друзей ел, а кто-то просто ждал) - в общем, свое блюдо я получила спустя 1 час 40 минут после заказа (овощи, приготовленные на углях, можно было бы приготовить побыстрее) и после 3 походов моего мужа к официанту.
2107	Service	заказа	491	497	negative	9	И вот так весь вечер (кто из друзей ел, а кто-то просто ждал) - в общем, свое блюдо я получила спустя 1 час 40 минут после заказа (овощи, приготовленные на углях, можно было бы приготовить побыстрее) и после 3 походов моего мужа к официанту.
2107	Food	овощи, приготовленные на углях	499	529	negative	9	И вот так весь вечер (кто из друзей ел, а кто-то просто ждал) - в общем, свое блюдо я получила спустя 1 час 40 минут после заказа (овощи, приготовленные на углях, можно было бы приготовить побыстрее) и после 3 походов моего мужа к официанту.
2107	Food	Порции	610	616	negative	10	Порции, заявленные в меню явно, не соответствуют действительному размеру - такой порцией и ребенка не накормишь!
3705	Whole	Макарену	100	108	positive	1	Выбрали для романтического вечера Макарену и очень довольны выбором!
3705	Food	Меню	135	139	positive	2	Меню отменное, столько всего, что решили заходить почаще чтобы попробовать разные блюда.
3705	Food	блюда	217	222	positive	2	Меню отменное, столько всего, что решили заходить почаще чтобы попробовать разные блюда.
3705	Food	Коктейли	224	232	positive	3	Коктейли очень вкусные и необычные, есть из чего выбрать.
3705	Food	салаты из языка и морепродуктов	293	324	neutral	4	Заказывали салаты из языка и морепродуктов и паэлью с курицей и кроликом.
3705	Food	паэлью с курицей и кроликом	327	354	neutral	4	Заказывали салаты из языка и морепродуктов и паэлью с курицей и кроликом.
3705	Food	порции	382	388	positive	5	Все очень вкусно и сытно, порции большие, объелись!
3705	Food	кальян	417	423	positive	6	Отличный кальян, сполна насладились, прекрасный молодой человек кальянщик, приветливый, помог определиться с выбором и не прогадал!
3705	Service	кальянщик	472	481	positive	6	Отличный кальян, сполна насладились, прекрасный молодой человек кальянщик, приветливый, помог определиться с выбором и не прогадал!
3705	Interior	интерьер	549	557	positive	7	Красивый интерьер, были на втором этаже у окна.
3705	Interior	Музыка	588	594	positive	8	Музыка понравилась, не давит громкостью как во многих заведениях, а создает уютную романтичную атмосферу.
3705	Interior	атмосферу	683	692	positive	8	Музыка понравилась, не давит громкостью как во многих заведениях, а создает уютную романтичную атмосферу.
3705	Service	Персонал	694	702	positive	9	Персонал дружелюбный, все улыбаются, постоянно подходят убирают со стола, предложили оформить накопительную скидку, что очень даже неплохо!
3705	Service	накопительную скидку	788	808	positive	9	Персонал дружелюбный, все улыбаются, постоянно подходят убирают со стола, предложили оформить накопительную скидку, что очень даже неплохо!
3705	Whole	вечер	865	870	positive	10	В общем, спасибо за прекрасный вечер!
33591	Whole	кафе	9	13	positive	0	Отличное кафе!!!!
33591	Food	еда	107	110	positive	2	Все было замечательно - вкусная и обильная еда, большие блюда, обстановка, вежливая администратор Александра.
33591	Food	блюда	120	125	positive	2	Все было замечательно - вкусная и обильная еда, большие блюда, обстановка, вежливая администратор Александра.
33591	Interior	обстановка	127	137	positive	2	Все было замечательно - вкусная и обильная еда, большие блюда, обстановка, вежливая администратор Александра.
33591	Service	администратор	148	161	positive	2	Все было замечательно - вкусная и обильная еда, большие блюда, обстановка, вежливая администратор Александра.
33591	Whole	кафе	191	195	positive	3	Небольшое уютное кафе.
33591	Price	цены	210	214	positive	4	Очень низкие цены (и это с учетом того, что место находится на Невском проспекте).
33591	Food	хачапури с сыром	349	365	positive	6	Очень вкусные хачапури с сыром, вкусный лосось (кусок очень большой и сытный).
33591	Food	лосось	375	381	positive	6	Очень вкусные хачапури с сыром, вкусный лосось (кусок очень большой и сытный).
33591	Food	кусок	383	388	positive	6	Очень вкусные хачапури с сыром, вкусный лосось (кусок очень большой и сытный).
33591	Food	еды	437	440	positive	7	И много другой вкусной еды.
33591	Interior	антураж	562	569	negative	9	Если говорить о минусах: Минус, пожалуй, один: Внизу не очень красивый антураж.
33591	Interior	верхнем этаже	645	658	positive	12	На верхнем этаже все супер!!!!
33591	Interior	караоке	700	707	positive	13	НО зато внизу можно попеть караоке!
33591	Food	кальян	730	736	positive	14	Есть ооочень вкусный кальян.
33591	Whole	место	764	769	positive	15	В общем, порекомендую это место всем тем, кто хочет вкусно, сытно и не очень дорого отметить какой-нибудь праздник или просто посидеть вдвоем в уютной обстановке.
33591	Interior	обстановке	889	899	positive	15	В общем, порекомендую это место всем тем, кто хочет вкусно, сытно и не очень дорого отметить какой-нибудь праздник или просто посидеть вдвоем в уютной обстановке.
34956	Whole	ресторанчик	99	110	neutral	0	На днях, в командировку, приезжали коллеги по работе и мы, вчетвером, забрели в этот замечательный ресторанчик на Каменоостровском.
34956	Food	кухня	175	180	positive	1	Кушали достаточно много, очень понравилась кухня.
34956	Food	котлетки из лосося с пюре	200	225	neutral	2	Я лично заказывал котлетки из лосося с пюре и канадский ролл.
34956	Food	канадский ролл	228	242	neutral	2	Я лично заказывал котлетки из лосося с пюре и канадский ролл.
34956	Whole	заведения	289	298	positive	3	В общем, это не первое мое посещение данного заведения, и котлетки и роллы здесь я уже пробовал, но на этот раз, приготовлены они были по-другому, вкуснее и сочнее, как мне показалось.
34956	Food	котлетки	302	310	neutral	3	В общем, это не первое мое посещение данного заведения, и котлетки и роллы здесь я уже пробовал, но на этот раз, приготовлены они были по-другому, вкуснее и сочнее, как мне показалось.
34956	Food	роллы	313	318	neutral	3	В общем, это не первое мое посещение данного заведения, и котлетки и роллы здесь я уже пробовал, но на этот раз, приготовлены они были по-другому, вкуснее и сочнее, как мне показалось.
34956	Food	Ролл	429	433	positive	4	Ролл вообще был замечательным, сравнение с ним не выдержали бы блюда из традиционных Питерских сетевых заведений японской кухни))
34956	Food	блюда	492	497	negative	4	Ролл вообще был замечательным, сравнение с ним не выдержали бы блюда из традиционных Питерских сетевых заведений японской кухни))
34956	Whole	сетевых заведений японской кухни	524	556	negative	4	Ролл вообще был замечательным, сравнение с ним не выдержали бы блюда из традиционных Питерских сетевых заведений японской кухни))
34956	Food	суши	629	633	neutral	5	Хотя, не знаю, конечно, корректно ли такое сравнение, в других местах суши как-то не часто есть приходилось.
34956	Service	официанту	682	691	neutral	6	После вопроса официанту выяснилось, что сменился шеф-повар и меню теперь меняют.
34956	Service	шеф-повар	717	726	neutral	6	После вопроса официанту выяснилось, что сменился шеф-повар и меню теперь меняют.
34956	Food	меню	729	733	neutral	6	После вопроса официанту выяснилось, что сменился шеф-повар и меню теперь меняют.
34956	Food	котлетки из лосося и креветок	793	822	positive	7	Расстройство принесла информация о том, что котлетки из лосося и креветок хотят убрать из меняю(.
34956	Food	блюда	883	888	positive	9	так же, очень понравились блюда.
34956	Food	суп из двух рыб	903	918	positive	10	В особенности суп из двух рыб, стейк из лосося и бефстроганов с пюре.
