text_id	sent_id	token	POS	char_start	char_end
3976	6	,	PUNCT	841	842
3976	6	но	CCONJ	843	845
3976	6	всё	PART	846	849
3976	6	-	PART	849	850
3976	6	же	PART	850	852
3976	6	.	PUNCT	852	853
3976	7	Интерьер	NOUN	854	862
3976	7	хороший	ADJ	863	870
3976	7	,	PUNCT	870	871
3976	7	удобные	ADJ	872	879
3976	7	диваны	NOUN	880	886
3976	7	.	PUNCT	886	887
3976	8	Очень	ADV	887	892
3976	8	хорошая	ADJ	893	900
3976	8	музыкальная	ADJ	901	912
3976	8	программа	NOUN	913	922
3976	8	и	CCONJ	923	924
3976	8	весёлый	ADJ	925	932
3976	8	ведущий	NOUN	933	940
3976	8	.	PUNCT	940	941
3976	9	В	ADP	942	943
3976	9	общем	ADJ	944	949
3976	9	я	PRON	950	951
3976	9	остался	VERB	952	959
3976	9	доволен	ADJ	960	967
3976	9	своим	DET	968	973
3976	9	выбором	NOUN	974	981
3976	9	,	PUNCT	981	982
3976	9	и	CCONJ	983	984
3976	9	тем	PRON	985	988
3976	9	как	SCONJ	989	992
3976	9	мы	PRON	993	995
3976	9	провели	VERB	996	1003
3976	9	вечер	NOUN	1004	1009
3976	9	,	PUNCT	1009	1010
3976	9	хороший	ADJ	1011	1018
3976	9	ресторан	NOUN	1019	1027
3976	9	,	PUNCT	1027	1028
3976	9	уютный	VERB	1029	1035
3976	9	и	CCONJ	1036	1037
3976	9	кухня	NOUN	1038	1043
3976	9	хорошая	ADJ	1044	1051
3976	9	.	PUNCT	1051	1052
3976	10	Руководству	NOUN	1053	1064
3976	10	и	CCONJ	1065	1066
3976	10	персоналу	NOUN	1067	1076
3976	10	СПАСИБО	PROPN	1077	1084
3976	10	.	PUNCT	1084	1085
30808	0	Отмечали	VERB	0	8
30808	0	в	ADP	9	10
30808	0	этом	DET	11	15
30808	0	ресторане	NOUN	16	25
30808	0	день	NOUN	26	30
30808	0	рождение	NOUN	31	39
30808	0	на	ADP	40	42
30808	0	первом	ADJ	43	49
30808	0	этаже	NOUN	50	55
30808	0	в	ADP	56	57
30808	0	субботу	NOUN	58	65
30808	0	вечером	NOUN	66	73
30808	0	.	PUNCT	73	74
30808	1	Хочу	VERB	75	79
30808	1	выразить	VERB	80	88
30808	1	большую	ADJ	89	96
30808	1	благодарность	NOUN	97	110
30808	1	прежде	ADV	111	117
30808	1	всего	PRON	118	123
30808	1	руководству	NOUN	124	135
30808	1	ресторана	NOUN	136	145
30808	1	,	PUNCT	145	146
30808	1	обслуживающему	VERB	147	161
30808	1	персоналу	NOUN	162	171
30808	1	и	CCONJ	172	173
30808	1	конечно	ADV	174	181
30808	1	же	PART	182	184
30808	1	тем	DET	185	188
30808	1	сотрудникам	NOUN	189	200
30808	1	,	PUNCT	200	201
30808	1	которые	PRON	202	209
30808	1	готовят	VERB	210	217
30808	1	посетителям	NOUN	218	229
30808	1	заведения	NOUN	230	239
30808	1	столь	ADV	240	245
30808	1	вкусные	ADJ	246	253
30808	1	блюда	NOUN	254	259
30808	1	.	PUNCT	259	260
30808	2	Понравилось	VERB	261	272
30808	2	абсолютно	ADV	273	282
30808	2	все	PRON	283	286
30808	2	.	PUNCT	286	287
30808	3	Конечно	ADV	288	295
30808	3	же	PART	296	298
30808	3	впечатляет	VERB	299	309
30808	3	интерьер	NOUN	310	318
30808	3	:	PUNCT	318	319
30808	3	уютно	ADV	320	325
30808	3	и	CCONJ	326	327
30808	3	красиво	ADJ	328	335
30808	3	.	PUNCT	335	336
30808	4	Стол	NOUN	337	341
30808	4	был	AUX	342	345
30808	4	шикарный	ADJ	346	354
30808	4	.	PUNCT	354	355
30808	5	Нас	PRON	356	359
30808	5	обслуживал	VERB	360	370
30808	5	официант	NOUN	371	379
30808	5	Бахрам	PROPN	380	386
30808	5	,	PUNCT	386	387
30808	5	спасибо	NOUN	388	395
30808	5	ему	PRON	396	399
30808	5	.	PUNCT	399	400
30808	6	Хочу	VERB	401	405
30808	6	отметить	VERB	406	414
30808	6	,	PUNCT	414	415
30808	6	что	SCONJ	416	419
30808	6	для	ADP	420	423
30808	6	ресторана	NOUN	424	433
30808	6	такого	DET	434	440
30808	6	уровня	NOUN	441	447
30808	6	цены	NOUN	448	452
30808	6	не	PART	453	455
30808	6	высокие	ADJ	456	463
30808	6	.	PUNCT	463	464
14031	0	Хочу	VERB	0	4
14031	0	поделиться	VERB	5	15
14031	0	своим	DET	16	21
14031	0	впечатлением	NOUN	22	34
14031	0	от	ADP	35	37
14031	0	посещения	NOUN	38	47
14031	0	ресторана	NOUN	48	57
14031	0	""""	PUNCT	58	59
14031	0	Крапива	NOUN	59	66
14031	0	""""	PUNCT	66	67
14031	0	.	PUNCT	67	68
14031	1	Отмечали	VERB	69	77
14031	1	серебряную	ADJ	78	88
14031	1	свадьбу	NOUN	89	96
14031	1	27.08.2010	NUM	97	107
14031	1	.	PUNCT	107	108
14031	2	Уже	ADV	109	112
14031	2	при	ADP	113	116
14031	2	первой	ADJ	117	123
14031	2	встрече	NOUN	124	131
14031	2	с	ADP	132	133
14031	2	рестораном	NOUN	134	144
14031	2	(	PUNCT	145	146
14031	2	при	ADP	146	149
14031	2	заказе	NOUN	150	156
14031	2	)	PUNCT	156	157
14031	2	все	PRON	158	161
14031	2	понравилось	VERB	162	173
14031	2	.	PUNCT	173	174
14031	3	Хороший	ADJ	175	182
14031	3	интерьер	NOUN	183	191
14031	3	,	PUNCT	191	192
14031	3	приятный	ADJ	193	201
14031	3	,	PUNCT	201	202
14031	3	воспитанный	ADJ	203	214
14031	3	администратор	NOUN	215	228
14031	3	Светлана	PROPN	229	237
14031	3	.	PUNCT	237	238
14031	4	Очень	ADV	239	244
14031	4	помогала	VERB	245	253
14031	4	при	ADP	254	257
14031	4	выборе	NOUN	258	264
14031	4	меню	NOUN	265	269
14031	4	.	PUNCT	269	270
14031	5	При	ADP	271	274
14031	5	обслуживании	NOUN	275	287
14031	5	банкета	NOUN	288	295
14031	5	официанты	NOUN	296	305
14031	5	внимательно	ADV	306	317
14031	5	смотрели	VERB	318	326
14031	5	за	ADP	327	329
14031	5	столом	NOUN	330	336
14031	5	.	PUNCT	336	337
14031	6	чтобы	SCONJ	338	343
14031	6	не	PART	344	346
14031	6	было	VERB	347	351
14031	6	пустых	ADJ	352	358
14031	6	тарелок	NOUN	359	366
14031	6	,	PUNCT	366	367
14031	6	при	ADP	368	371
14031	6	этом	PRON	372	376
14031	6	очень	ADV	377	382
14031	6	не	PART	383	385
14031	6	навязчиво	ADJ	386	395
14031	6	.	PUNCT	395	396
14031	7	Гости	NOUN	397	402
14031	7	тоже	ADV	403	407
14031	7	остались	VERB	408	416
14031	7	очень	ADV	417	422
14031	7	довольны	ADJ	423	431
14031	7	.	PUNCT	431	432
14031	8	За	ADP	433	435
14031	8	барной	ADJ	436	442
14031	8	стойкой	NOUN	443	450
14031	8	помогал	VERB	451	458
14031	8	с	ADP	459	460
14031	8	музыкой	NOUN	461	468
14031	8	молодой	ADJ	469	476
14031	8	человек	NOUN	477	484
14031	8	,	PUNCT	484	485
14031	8	к	ADP	486	487
14031	8	сожалению	NOUN	488	497
14031	8	не	PART	498	500
14031	8	знаю	VERB	501	505
14031	8	всех	DET	506	510
14031	8	имен	NOUN	511	515
14031	8	.	PUNCT	515	516
14031	9	Очень	ADV	517	522
14031	9	советую	VERB	523	530
14031	9	посетить	VERB	531	539
14031	9	ресторан	NOUN	540	548
14031	9	,	PUNCT	548	549
14031	9	атмосфера	NOUN	550	559
14031	9	домашняя	ADJ	560	568
14031	9	.	PUNCT	568	569
14031	10	Всем	DET	570	574
14031	10	огромное	ADJ	575	583
14031	10	спасибо	NOUN	584	591
14031	10	,	PUNCT	591	592
14031	10	еще	ADV	593	596
14031	10	не	PART	597	599
14031	10	один	NUM	600	604
14031	10	раз	NOUN	605	608
14031	10	посетим	VERB	609	616
14031	10	это	DET	617	620
14031	10	приятное	ADJ	621	629
14031	10	заведение	NOUN	630	639
14031	10	и	CCONJ	640	641
14031	10	будем	AUX	642	647
14031	10	рекомендовать	VERB	648	661
14031	10	своим	DET	662	667
14031	10	друзьям	NOUN	668	675
14031	10	.	PUNCT	675	676
14031	11	Посещение	NOUN	677	686
14031	11	""""	PUNCT	687	688
14031	11	Крапивы	PROPN	688	695
14031	11	""""	PUNCT	695	696
14031	11	останется	VERB	697	706
14031	11	на	ADP	707	709
14031	11	всю	DET	710	713
14031	11	жизнь	NOUN	714	719
14031	11	!	PUNCT	719	720
14031	11	!	PUNCT	720	721
14031	11	!	PUNCT	721	722
2495	0	Добрый	ADJ	0	6
2495	0	день	NOUN	7	11
2495	0	!	PUNCT	11	12
2495	1	Были	AUX	13	17
2495	1	вчера	ADV	18	23
2495	1	с	ADP	24	25
2495	1	друзьями	NOUN	26	34
2495	1	в	ADP	35	36
2495	1	этом	DET	37	41
2495	1	кафе	NOUN	42	46
2495	1	!	PUNCT	46	47
2495	2	Очень	ADV	48	53
2495	2	понравилось	VERB	54	65
2495	2	!	PUNCT	65	66
2495	3	Огромное	ADJ	67	75
2495	3	спасибо	NOUN	76	83
2495	3	поварам	NOUN	84	91
2495	3	,	PUNCT	91	92
2495	3	очень	ADV	93	98
2495	3	вкусные	ADJ	99	106
2495	3	блюда	NOUN	107	112
2495	3	!	PUNCT	112	113
2495	3	!	PUNCT	113	114
2495	3	!	PUNCT	114	115
2495	3	!	PUNCT	115	116
2495	3	!	PUNCT	116	117
2495	4	Заказывали	VERB	118	128
2495	4	бивштексы	NOUN	129	138
2495	4	,	PUNCT	138	139
2495	4	нет	VERB	140	143
2495	4	слов	NOUN	144	148
2495	4	как	SCONJ	149	152
2495	4	вкусно	ADV	153	159
2495	4	)	PUNCT	159	160
2495	4	)	PUNCT	160	161
2495	4	)	PUNCT	161	162
2495	5	Готовят	VERB	163	170
2495	5	очень	ADV	171	176
2495	5	быстро	ADV	177	183
2495	5	и	CCONJ	184	185
2495	5	главное	ADJ	186	193
2495	5	качественно	ADV	194	205
2495	5	,	PUNCT	205	206
2495	5	сразу	ADV	207	212
2495	5	чувствуется	VERB	213	224
2495	5	,	PUNCT	224	225
2495	5	что	SCONJ	226	229
2495	5	там	ADV	230	233
2495	5	работают	VERB	234	242
2495	5	мастера	NOUN	243	250
2495	5	своего	DET	251	257
2495	5	дела	NOUN	258	262
2495	5	!	PUNCT	262	263
2495	6	Спасибо	NOUN	264	271
2495	6	огромное	ADJ	272	280
2495	6	за	ADP	281	283
2495	6	хорошее	ADJ	284	291
2495	6	обслуживание	NOUN	292	304
2495	6	,	PUNCT	304	305
2495	6	приятную	ADJ	306	314
2495	6	атмосферу	NOUN	315	324
2495	6	и	CCONJ	325	326
2495	6	гостеприимных	ADJ	327	340
2495	6	официантов	NOUN	341	351
2495	6	!	PUNCT	351	352
2495	7	Надеемся	VERB	353	361
2495	7	еще	ADV	362	365
2495	7	не	PART	366	368
2495	7	раз	NOUN	369	372
2495	7	посетить	VERB	373	381
2495	7	это	DET	382	385
2495	7	замечательное	ADJ	386	399
2495	7	,	PUNCT	399	400
2495	7	уютное	ADJ	401	407
2495	7	место	NOUN	408	413
2495	7	с	ADP	414	415
2495	7	великолепной	ADJ	416	428
2495	7	кухней	NOUN	429	435
2495	7	и	CCONJ	436	437
2495	7	доброжелательным	ADJ	438	454
2495	7	персоналом	NOUN	455	465
2495	7	.	PUNCT	465	466
38835	0	Отметили	VERB	0	8
38835	0	с	ADP	9	10
38835	0	мужем	NOUN	11	16
38835	0	годовщину	NOUN	17	26
38835	0	свадьбы	NOUN	27	34
38835	0	6	ADJ	35	36
38835	0	ноября	NOUN	37	43
38835	0	в	ADP	44	45
38835	0	этом	DET	46	50
38835	0	заведении	NOUN	51	60
38835	0	.	PUNCT	60	61
38835	1	в	ADP	62	63
38835	1	целом	NOUN	64	69
38835	1	остались	VERB	70	78
38835	1	довольны	ADJ	79	87
38835	1	,	PUNCT	87	88
38835	1	особенно	ADV	89	97
38835	1	сервисом	NOUN	98	106
38835	1	.	PUNCT	106	107
38835	2	Встретила	VERB	108	117
38835	2	нас	PRON	118	121
38835	2	прямо	ADV	122	127
38835	2	у	ADP	128	129
38835	2	входа	NOUN	130	135
38835	2	девушка	NOUN	136	143
38835	2	,	PUNCT	143	144
38835	2	проводила	VERB	145	154
38835	2	до	ADP	155	157
38835	2	нашего	DET	158	164
38835	2	столика	NOUN	165	172
38835	2	,	PUNCT	172	173
38835	2	весь	DET	174	178
38835	2	персонал	NOUN	179	187
38835	2	нам	PRON	188	191
38835	2	улыбался	VERB	192	200
38835	2	и	CCONJ	201	202
38835	2	здоровался	VERB	203	213
38835	2	.	PUNCT	213	214
38835	3	для	ADP	215	218
38835	3	цветов	NOUN	219	225
38835	3	наш	DET	226	229
38835	3	официант	NOUN	230	238
38835	3	Сергей	PROPN	239	245
38835	3	сразу	ADV	246	251
38835	3	принес	VERB	252	258
38835	3	вазу	NOUN	259	263
38835	3	.	PUNCT	263	264
38835	4	Что	PRON	265	268
38835	4	касается	VERB	269	277
38835	4	меня	PRON	278	282
38835	4	,	PUNCT	282	283
38835	4	не	PART	284	286
38835	4	могу	VERB	287	291
38835	4	сказать	VERB	292	299
38835	4	что	SCONJ	300	303
38835	4	оно	PRON	304	307
38835	4	слишком	ADV	308	315
38835	4	разнообразное	ADJ	316	329
38835	4	.	PUNCT	329	330
38835	5	Мы	PRON	331	333
38835	5	заказали	VERB	334	342
38835	5	утку	NOUN	343	347
38835	5	по	ADV	348	350
38835	5	-	ADV	350	351
38835	5	пекински	ADV	351	359
38835	5	,	PUNCT	359	360
38835	5	2	NUM	361	362
38835	5	салата	NOUN	363	369
38835	5	,	PUNCT	369	370
38835	5	свинину	NOUN	371	378
38835	5	в	ADP	379	380
38835	5	кисло	ADJ	381	386
38835	5	-	ADJ	386	387
38835	5	сладком	ADJ	387	394
38835	5	соусе	NOUN	395	400
38835	5	,	PUNCT	400	401
38835	5	еще	ADV	402	405
38835	5	какую	DET	406	411
38835	5	то	DET	412	414
38835	5	свинину	NOUN	415	422
38835	5	,	PUNCT	422	423
38835	5	кальян	NOUN	424	430
38835	5	,	PUNCT	430	431
38835	5	бутылку	NOUN	432	439
38835	5	вина	NOUN	440	444
38835	5	и	CCONJ	445	446
38835	5	один	NUM	447	451
38835	5	десерт	NOUN	452	458
38835	5	и	CCONJ	459	460
38835	5	вышло	VERB	461	466
38835	5	нам	PRON	467	470
38835	5	все	DET	471	474
38835	5	это	PRON	475	478
38835	5	на	ADP	479	481
38835	5	5500	NUM	482	486
38835	5	.	PUNCT	486	487
38835	6	Утка	NOUN	488	492
38835	6	оказалась	VERB	493	502
38835	6	очень	ADV	503	508
38835	6	маленькой	ADJ	509	518
38835	6	,	PUNCT	518	519
38835	6	хотя	SCONJ	520	524
38835	6	нам	PRON	525	528
38835	6	сказали	VERB	529	536
38835	6	,	PUNCT	536	537
38835	6	что	SCONJ	538	541
38835	6	4	NUM	542	543
38835	6	человека	NOUN	544	552
38835	6	просто	PART	553	559
38835	6	объедятся	VERB	560	569
38835	6	и	CCONJ	570	571
38835	6	упадут=)Но	ADJ	572	582
38835	6	впринципе	NOUN	583	592
38835	6	мы	PRON	593	595
38835	6	наелись	VERB	596	603
38835	6	вдвоем	ADV	604	610
38835	6	и	CCONJ	611	612
38835	6	достатолчно	ADV	613	624
38835	6	вкусно	ADJ	625	631
38835	6	.	PUNCT	631	632
38835	7	Свинина	NOUN	633	640
38835	7	мне	PRON	641	644
38835	7	не	PART	645	647
38835	7	понравилась	VERB	648	659
38835	7	.	PUNCT	659	660
38835	8	Раньше	ADV	661	667
38835	8	в	ADP	668	669
38835	8	других	ADJ	670	676
38835	8	ресторанах	NOUN	677	687
38835	8	я	PRON	688	689
38835	8	ела	VERB	690	693
38835	8	намного	ADV	694	701
38835	8	вкуснее	ADJ	702	709
38835	8	.	PUNCT	709	710
38835	9	На	ADP	711	713
38835	9	мой	DET	714	717
38835	9	взгляд	NOUN	718	724
38835	9	ресторан	NOUN	725	733
38835	9	не	PART	734	736
38835	9	из	ADP	737	739
38835	9	дешевых	ADJ	740	747
38835	9	,	PUNCT	747	748
38835	9	цены	NOUN	749	753
38835	9	как	SCONJ	754	757
38835	9	в	ADP	758	759
38835	9	европейском	ADJ	760	771
38835	9	меню	NOUN	772	776
38835	9	и	CCONJ	777	778
38835	9	порции	NOUN	779	785
38835	9	такие	DET	786	791
38835	9	же	PART	792	794
38835	9	,	PUNCT	794	795
38835	9	как	SCONJ	796	799
38835	9	европейские	ADJ	800	811
38835	9	.	PUNCT	811	812
38835	10	Хоть	ADV	813	817
38835	10	осталось	VERB	818	826
38835	10	неплохое	ADJ	827	835
38835	10	впечатление	NOUN	836	847
38835	10	,	PUNCT	847	848
38835	10	но	CCONJ	849	851
38835	10	снова	ADV	852	857
38835	10	туда	ADV	858	862
38835	10	не	PART	863	865
38835	10	пойдем	VERB	866	872
38835	10	,	PUNCT	872	873
38835	10	восторга	NOUN	874	882
38835	10	не	PART	883	885
38835	10	возникло	VERB	886	894
38835	10	,	PUNCT	894	895
38835	10	несмотря	ADV	896	904
38835	10	на	ADP	905	907
38835	10	отличное	ADJ	908	916
38835	10	обслуживание	NOUN	917	929
38835	10	.	PUNCT	929	930
38835	11	Ожидала	VERB	931	938
38835	11	более	ADV	939	944
38835	11	вкусной	ADJ	945	952
38835	11	еды	NOUN	953	956
38835	11	...	PUNCT	956	959
6668	0	Мы	PRON	0	2
6668	0	посетили	VERB	3	11
6668	0	этот	DET	12	16
6668	0	замечательный	ADJ	17	30
6668	0	ресторанчик	NOUN	31	42
6668	0	поздним	ADJ	43	50
6668	0	вечером	NOUN	51	58
6668	0	,	PUNCT	58	59
6668	0	ближе	ADV	60	65
6668	0	к	ADP	66	67
6668	0	полуночи	NOUN	68	76
6668	0	,	PUNCT	76	77
6668	0	когда	SCONJ	78	83
6668	0	уже	ADV	84	87
6668	0	нигде	ADV	88	93
6668	0	не	PART	94	96
6668	0	кормили	VERB	97	104
6668	0	по	ADV	105	107
6668	0	-	ADV	107	108
6668	0	настоящему	ADV	108	118
6668	0	.	PUNCT	118	119
6668	1	Несмотря	ADV	120	128
6668	1	на	ADP	129	131
6668	1	плохую	ADJ	132	138
6668	1	погоду	NOUN	139	145
6668	1	,	PUNCT	145	146
6668	1	мы	PRON	147	149
6668	1	пытались	VERB	150	158
6668	1	показать	VERB	159	167
6668	1	приехавшим	VERB	168	178
6668	1	в	ADP	179	180
6668	1	гости	NOUN	181	186
6668	1	родственникам	NOUN	187	200
6668	1	(	PUNCT	201	202
6668	1	молодоженам	NOUN	202	213
6668	1	)	PUNCT	213	214
6668	1	все	DET	215	218
6668	1	красоты	NOUN	219	226
6668	1	нашего	DET	227	233
6668	1	города	NOUN	234	240
6668	1	,	PUNCT	240	241
6668	1	включая	ADV	242	249
6668	1	белые	ADJ	250	255
6668	1	ночи	NOUN	256	260
6668	1	.	PUNCT	260	261
6668	2	""""	PUNCT	262	263
6668	2	Квартиру	NOUN	263	271
6668	2	№	SYM	272	273
6668	2	55	NUM	273	275
6668	2	""""	PUNCT	275	276
6668	2	выбрали	VERB	277	284
6668	2	из	ADP	285	287
6668	2	-	ADP	287	288
6668	2	за	ADP	288	290
6668	2	расположения	NOUN	291	303
6668	2	и	CCONJ	304	305
6668	2	графика	NOUN	306	313
6668	2	работы	NOUN	314	320
6668	2	,	PUNCT	320	321
6668	2	ну	PART	322	324
6668	2	и	CCONJ	325	326
6668	2	отзывы	NOUN	327	333
6668	2	неплохие	ADJ	334	342
6668	2	.	PUNCT	342	343
6668	3	Часто	ADV	344	349
6668	3	проезжали	VERB	350	359
6668	3	мимо	ADV	360	364
6668	3	,	PUNCT	364	365
6668	3	и	CCONJ	366	367
6668	3	вот	PART	368	371
6668	3	выдался	VERB	372	379
6668	3	повод	NOUN	380	385
6668	3	зайти	VERB	386	391
6668	3	.	PUNCT	391	392
6668	4	Накормили	VERB	393	402
6668	4	и	CCONJ	403	404
6668	4	напоили	VERB	405	412
6668	4	нас	PRON	413	416
6668	4	в	ADP	417	418
6668	4	эту	DET	419	422
6668	4	холодную	ADJ	423	431
6668	4	ночь	NOUN	432	436
6668	4	замечательно	ADV	437	449
6668	4	вкусно	ADJ	450	456
6668	4	.	PUNCT	456	457
6668	5	Не	PART	458	460
6668	5	хочется	VERB	461	468
6668	5	употреблять	VERB	469	480
6668	5	слова	NOUN	481	486
6668	5	сервис	NOUN	487	493
6668	5	,	PUNCT	493	494
6668	5	обслуживание	NOUN	495	507
6668	5	,	PUNCT	507	508
6668	5	т.к.	NOUN	509	513
6668	5	нас	PRON	514	517
6668	5	не	PART	518	520
6668	5	""""	PUNCT	521	522
6668	5	обслуживали	VERB	522	533
6668	5	""""	PUNCT	533	534
6668	5	,	PUNCT	534	535
6668	5	а	CCONJ	536	537
6668	5	радушно	ADV	538	545
6668	5	встречали	VERB	546	555
6668	5	,	PUNCT	555	556
6668	5	очень	ADV	557	562
6668	5	по	ADV	563	565
6668	5	-	ADV	565	566
6668	5	домашнему	ADV	566	575
6668	5	.	PUNCT	575	576
6668	6	Помогли	VERB	577	584
6668	6	с	ADP	585	586
6668	6	заказом	NOUN	587	594
6668	6	,	PUNCT	594	595
6668	6	посоветовали	VERB	596	608
6668	6	хорошее	ADJ	609	616
6668	6	и	CCONJ	617	618
6668	6	недорогое	ADJ	619	628
6668	6	вино	NOUN	629	633
6668	6	.	PUNCT	633	634
6668	7	Правда	ADV	635	641
6668	7	,	PUNCT	641	642
6668	7	заказ	NOUN	643	648
6668	7	принесли	VERB	649	657
6668	7	не	PART	658	660
6668	7	быстро	ADV	661	667
6668	7	,	PUNCT	667	668
6668	7	хотя	SCONJ	669	673
6668	7	кроме	ADP	674	679
6668	7	нас	PRON	680	683
6668	7	в	ADP	684	685
6668	7	ресторане	NOUN	686	695
6668	7	было	AUX	696	700
6668	7	занято	VERB	701	707
6668	7	всего	PART	708	713
6668	7	2	NUM	714	715
6668	7	столика	NOUN	716	723
6668	7	и	CCONJ	724	725
6668	7	там	ADV	726	729
6668	7	уже	ADV	730	733
6668	7	люди	NOUN	734	738
6668	7	давно	ADV	739	744
6668	7	сидели	VERB	745	751
6668	7	,	PUNCT	751	752
6668	7	пили	VERB	753	757
6668	7	чай	NOUN	758	761
6668	7	.	PUNCT	761	762
6668	8	Салаты	NOUN	763	769
6668	8	готовили	VERB	770	778
6668	8	минут	NOUN	779	784
6668	8	20	NUM	785	787
6668	8	,	PUNCT	787	788
6668	8	потом	ADV	789	794
6668	8	еще	ADV	795	798
6668	8	ждали	VERB	799	804
6668	8	горячее	ADJ	805	812
6668	8	.	PUNCT	812	813
6668	9	Мы	PRON	814	816
6668	9	скоротали	VERB	817	826
6668	9	время	NOUN	827	832
6668	9	за	ADP	833	835
6668	9	бутылочкой	ADJ	836	846
6668	9	вина	NOUN	847	851
6668	9	.	PUNCT	851	852
